"host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bedrooms","beds","price","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","host_since_season","host_since_year","host_response_rate_cat","host_acceptance_rate_cat"
"within an hour",FALSE,2,TRUE,TRUE,"Sant Martí","Entire home/apt",8,3,5,149,2.1,1125,27,57,87,348,41,4,0,92,10,10,9,9,TRUE,0.53,"Winter","2014","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Gràcia","Entire home/apt",6,2,5,125,3,1125,21,51,81,342,249,15,0,95,10,10,10,10,TRUE,3.23,"Winter","2014","high","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,3,70,46.7,1125,0,0,0,178,166,16,0,95,10,10,10,10,FALSE,2.16,"Summer","2013","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Gràcia","Private room",2,1,1,34,3,20,30,60,90,365,3,0,0,87,9,8,8,8,FALSE,0.05,"Summer","2012","Unknown","Unknown"
"within an hour",FALSE,17,TRUE,TRUE,"Eixample","Entire home/apt",9,4,6,429,1,31,30,60,90,365,63,0,0,93,9,9,10,9,FALSE,0.85,"Spring","2012","very high","very high"
"within a few hours",TRUE,2,TRUE,TRUE,"Eixample","Private room",2,1,1,17,5,1125,23,53,83,358,29,5,0,93,10,9,10,10,FALSE,1.17,"Autumn","2012","very high","very high"
"within an hour",TRUE,29,TRUE,TRUE,"Gràcia","Entire home/apt",8,4,4,90,2,1125,30,60,90,181,32,0,0,94,9,10,10,9,TRUE,0.43,"Winter","2013","very high","very high"
"within a few hours",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,1,1,57,3,1125,20,45,75,348,387,40,0,94,10,10,10,9,FALSE,4.96,"Winter","2013","very high","very high"
"within a few hours",FALSE,3,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,1,2,50,3.3,1125,29,59,89,89,161,16,1,88,9,9,10,9,FALSE,2.08,"Winter","2014","very high","very high"
"within an hour",FALSE,17,TRUE,TRUE,"Eixample","Entire home/apt",4,2,3,100,2,331,30,60,90,365,171,20,0,93,10,10,10,10,FALSE,2.23,"Spring","2012","very high","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,3,85,4,365,21,51,81,234,80,9,0,96,10,9,10,10,FALSE,1.04,"Winter","2014","Unknown","very high"
"Unknown",FALSE,4,TRUE,TRUE,"Eixample","Entire home/apt",8,4,5,150,5,90,30,60,90,180,75,0,0,86,9,9,9,9,FALSE,0.98,"Winter","2012","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",2,1,1,100,1.3,5,28,58,88,178,0,0,0,80,10,8,10,10,FALSE,0.18,"Winter","2014","Unknown","Unknown"
"within an hour",TRUE,2,TRUE,FALSE,"Ciutat Vella","Private room",1,2,1,31,2,15,28,58,88,178,173,8,0,96,10,10,10,10,TRUE,2.22,"Spring","2013","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,3,93,3,1125,30,60,68,68,44,2,0,86,9,8,9,8,TRUE,0.6,"Spring","2013","very high","very high"
"within a day",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,4,55,2,15,24,43,72,338,255,35,0,90,9,10,10,9,TRUE,3.32,"Winter","2014","very high","very high"
"within an hour",FALSE,15,TRUE,TRUE,"Eixample","Entire home/apt",6,3,3,156,11.4,260.4,17,47,77,196,6,0,0,77,8,7,8,8,TRUE,0.11,"Autumn","2011","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,2,4,49,2.8,180,29,54,84,359,60,12,0,89,9,9,9,9,FALSE,0.79,"Summer","2012","very high","very high"
"within a few hours",TRUE,1,TRUE,TRUE,"Ciutat Vella","Private room",3,2,2,28,2,1125,18,26,26,26,254,34,2,96,10,10,10,10,TRUE,3.31,"Winter","2014","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Sarrià-Sant Gervasi","Private room",2,1,1,84,2,6,29,59,89,362,77,21,0,98,10,10,10,10,FALSE,2.14,"Spring","2014","very high","very high"
"within an hour",TRUE,13,TRUE,TRUE,"Eixample","Entire home/apt",6,3,5,130,2.9,30,30,50,80,355,168,32,2,95,10,10,10,10,TRUE,2.19,"Autumn","2012","very high","very high"
"within an hour",FALSE,39,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",3,1,2,29,30,1121,0,0,0,135,75,9,0,84,9,8,10,8,FALSE,0.97,"Summer","2012","very high","very high"
"within an hour",TRUE,13,TRUE,TRUE,"Eixample","Entire home/apt",5,3,5,129,2.9,30,17,39,61,320,150,20,0,96,10,9,9,9,TRUE,2.41,"Autumn","2012","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sant Martí","Private room",2,1,1,106,2,1125,0,0,0,0,4,0,0,100,10,10,10,10,FALSE,0.05,"Spring","2013","Unknown","Unknown"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,63,1,1125,30,60,90,365,251,12,0,96,10,10,10,9,FALSE,3.31,"Winter","2014","Unknown","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Sant Andreu","Entire home/apt",5,3,4,95,3,1125,30,54,82,341,226,19,0,98,10,10,10,10,TRUE,2.93,"Spring","2014","very high","very high"
"within an hour",FALSE,0,TRUE,TRUE,"Sant Martí","Private room",2,1,1,49,2,1125,0,0,0,0,13,0,0,95,10,10,10,9,FALSE,0.2,"Winter","2014","very high","very low"
"within an hour",TRUE,5,TRUE,TRUE,"Gràcia","Entire home/apt",4,3,3,105,3,1125,30,60,90,219,168,17,0,93,10,10,10,9,FALSE,2.18,"Spring","2013","very high","very high"
"within an hour",TRUE,4,TRUE,TRUE,"Sant Martí","Entire home/apt",6,2,3,197,3,1125,30,60,90,362,202,25,0,98,10,10,10,10,FALSE,3.91,"Winter","2013","very high","very high"
"within a few hours",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,2,56,3,1125,6,25,52,304,166,22,0,91,9,9,10,9,FALSE,2.15,"Spring","2014","very high","very high"
"within a day",FALSE,11,TRUE,TRUE,"Horta-Guinardó","Entire home/apt",4,1,2,54,1.7,1125,30,60,90,365,151,9,0,87,9,9,9,8,FALSE,1.96,"Winter","2013","very high","high"
"Unknown",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,50,2,15,0,0,0,0,164,8,0,93,10,9,10,9,FALSE,2.13,"Spring","2013","Unknown","very high"
"within an hour",TRUE,3,TRUE,FALSE,"Les Corts","Private room",1,1,1,14,30,1125,14,14,14,70,8,0,0,98,10,9,10,9,TRUE,0.1,"Spring","2014","very high","very high"
"within an hour",FALSE,7,TRUE,TRUE,"Eixample","Entire home/apt",2,1,0,77,3,1125,2,32,62,87,134,19,1,89,9,9,10,9,TRUE,1.73,"Spring","2011","very high","very high"
"within an hour",FALSE,16,TRUE,TRUE,"Sant Martí","Entire home/apt",6,2,3,137,2.7,656.6,15,25,44,314,96,11,0,93,10,9,10,9,TRUE,1.26,"Spring","2012","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,40,7,1125,0,22,52,142,38,6,0,95,10,10,10,10,TRUE,0.59,"Spring","2014","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,60,3,1125,7,14,36,36,254,33,2,97,10,10,10,10,FALSE,3.37,"Autumn","2013","very high","very high"
"within an hour",TRUE,29,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,2,4,92,2.1,300,30,60,90,358,341,21,0,96,10,9,10,9,TRUE,4.41,"Winter","2013","very high","very high"
"within a day",FALSE,1,TRUE,TRUE,"Sant Andreu","Shared room",1,1,1,20,1,30,0,0,0,0,4,0,0,100,10,10,10,10,TRUE,0.19,"Spring","2014","average","Unknown"
"within an hour",FALSE,2,TRUE,TRUE,"Ciutat Vella","Private room",1,1,0,25,30,210,10,40,70,303,40,0,0,93,9,9,10,9,FALSE,0.53,"Spring","2014","very high","average"
"within an hour",TRUE,9,TRUE,TRUE,"Les Corts","Entire home/apt",2,1,2,63.57,2,1125,26,56,86,361,245,21,0,97,10,10,10,10,TRUE,3.17,"Autumn","2012","very high","very high"
"Unknown",FALSE,3,TRUE,TRUE,"Sants-Montjuïc","Private room",1,1,1,20,15,1125,0,0,22,297,12,0,0,87,9,8,9,9,FALSE,0.16,"Spring","2014","Unknown","very low"
"within a day",TRUE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,4,100,2,30,27,57,87,345,31,0,0,98,10,10,10,9,TRUE,0.4,"Spring","2012","high","very high"
"within an hour",TRUE,24,TRUE,TRUE,"Gràcia","Entire home/apt",8,3,4,46,1.5,30.7,5,28,58,111,130,10,0,90,9,9,10,9,TRUE,1.7,"Spring","2010","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",10,5,6,255,2,60,28,58,88,312,18,1,0,98,10,10,9,10,FALSE,0.28,"Spring","2013","very high","very high"
"within a few hours",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,165,1.6,1125,30,60,90,161,76,6,0,98,10,10,10,9,TRUE,1.03,"Spring","2014","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,1,1,60,2,35,29,59,89,179,329,30,0,93,10,9,10,9,FALSE,4.25,"Spring","2014","Unknown","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,80,3,1125,28,58,88,363,23,1,0,91,9,9,10,9,FALSE,0.36,"Spring","2014","Unknown","very low"
"within a few hours",FALSE,14,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",4,2,0,109,1,1125,30,60,90,365,62,3,0,88,9,9,9,8,TRUE,0.93,"Spring","2013","very high","very high"
"within an hour",FALSE,4,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,1,2,150,3,1125,0,0,21,296,85,9,0,90,9,9,10,9,FALSE,1.15,"Autumn","2013","very high","very high"
"Unknown",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,160,3,1000,0,0,0,116,161,22,0,95,10,10,10,10,FALSE,2.08,"Summer","2013","Unknown","very high"
"within a few hours",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",7,3,5,110,1,1125,30,60,90,362,162,5,0,89,9,9,10,9,FALSE,2.1,"Spring","2014","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",5,3,4,141,3.9,1125,30,60,90,119,278,27,0,97,10,10,10,10,TRUE,3.59,"Winter","2013","very high","very high"
"within a few hours",TRUE,12,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,2,75,180,350,29,59,89,179,249,24,0,95,10,10,10,10,FALSE,3.22,"Autumn","2012","very high","very high"
"within an hour",FALSE,3,TRUE,FALSE,"Eixample","Entire home/apt",4,2,3,131,1.5,999,0,14,39,264,10,0,0,98,9,10,10,10,TRUE,0.13,"Spring","2014","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Horta-Guinardó","Private room",3,1,2,55,1.3,5,29,59,89,90,4,0,0,100,10,10,9,10,TRUE,0.1,"Spring","2014","Unknown","very low"
"Unknown",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,43.57,2,30,20,50,80,80,190,15,0,96,10,10,10,10,FALSE,2.47,"Spring","2014","Unknown","very high"
"within an hour",FALSE,39,TRUE,TRUE,"Eixample","Entire home/apt",5,2,0,99,2,1125,3,3,26,301,103,6,0,87,9,9,10,9,TRUE,1.34,"Summer","2012","very high","very high"
"within a few hours",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",8,4,4,330,1.6,1125,0,26,56,127,103,16,0,98,10,10,10,10,TRUE,1.4,"Spring","2014","very high","very high"
"within a few hours",TRUE,3,TRUE,TRUE,"Sant Martí","Private room",1,1,1,25,2,1125,20,30,60,335,14,1,0,93,9,9,10,9,FALSE,0.22,"Winter","2014","very high","very low"
"within a few hours",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",4,2,2,154,1.6,1125,30,60,90,161,69,7,0,97,10,10,10,9,TRUE,0.93,"Spring","2014","very high","very high"
"Unknown",TRUE,2,TRUE,FALSE,"Ciutat Vella","Private room",2,1,1,55,2,10,29,59,89,364,138,7,0,91,10,10,10,10,FALSE,1.79,"Winter","2014","Unknown","very high"
"within a few hours",TRUE,1,TRUE,FALSE,"Sant Martí","Entire home/apt",4,2,3,120,1,1125,30,56,84,316,103,17,0,96,10,10,10,9,TRUE,1.44,"Spring","2014","very high","very high"
"within an hour",FALSE,3,TRUE,FALSE,"Eixample","Entire home/apt",6,3,5,199,1.5,999,0,16,46,277,6,0,0,80,8,10,10,8,TRUE,0.08,"Spring","2014","very high","very high"
"within an hour",FALSE,3,TRUE,FALSE,"Eixample","Entire home/apt",5,2,4,148,1.5,999,0,11,41,257,8,0,0,100,10,10,10,10,TRUE,0.1,"Spring","2014","very high","very high"
"within an hour",FALSE,3,TRUE,FALSE,"Eixample","Entire home/apt",6,3,5,199,1.5,999,0,15,45,265,9,0,0,95,10,10,10,9,TRUE,0.12,"Spring","2014","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",6,4,5,155,1,30,0,0,0,145,107,24,0,94,10,9,10,9,FALSE,1.56,"Spring","2014","Unknown","very high"
"within an hour",FALSE,16,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,3,4,123,2.6,652.8,30,60,90,365,78,7,0,80,8,8,9,8,TRUE,1.04,"Spring","2012","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Horta-Guinardó","Entire home/apt",10,4,5,154,4,1125,29,55,85,132,156,16,0,96,10,10,10,10,FALSE,2.02,"Spring","2014","very high","very high"
"within a day",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,3,85,2,1125,29,59,89,125,258,19,0,94,10,10,10,9,FALSE,3.36,"Winter","2014","very high","very high"
"within a day",FALSE,45,TRUE,TRUE,"Gràcia","Entire home/apt",6,2,5,80,2.6,300,26,52,82,353,85,19,1,85,9,9,10,8,TRUE,1.12,"Spring","2012","high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",2,1,2,163.57,3,5,29,59,89,135,298,23,0,97,10,10,10,10,TRUE,3.88,"Summer","2013","very high","very high"
"within an hour",TRUE,7,TRUE,TRUE,"Sant Martí","Entire home/apt",4,2,3,90,2,1125,29,59,89,97,283,29,0,94,10,10,9,9,FALSE,3.68,"Spring","2014","very high","very high"
"within an hour",TRUE,7,TRUE,TRUE,"Sant Martí","Entire home/apt",4,1,2,70,2,1124,30,60,90,98,205,20,1,94,10,10,9,9,FALSE,2.66,"Spring","2014","very high","very high"
"within a day",TRUE,2,TRUE,TRUE,"Nou Barris","Private room",1,1,1,30,2,1125,28,58,88,363,46,5,0,98,10,10,10,10,FALSE,0.63,"Summer","2013","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,2,190,5,1125,0,0,0,0,196,22,0,98,10,10,10,10,FALSE,2.59,"Spring","2014","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,21,2,1125,30,60,90,365,1,0,0,80,10,8,8,8,FALSE,0.01,"Summer","2013","Unknown","Unknown"
"Unknown",FALSE,3,TRUE,TRUE,"Sants-Montjuïc","Private room",1,1,1,35,15,1125,30,60,90,365,29,0,0,93,9,9,10,10,FALSE,0.39,"Spring","2014","Unknown","very low"
"Unknown",FALSE,3,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,30,15,1125,29,59,89,364,20,0,0,89,9,8,9,9,FALSE,0.27,"Spring","2014","Unknown","very low"
"within an hour",FALSE,7,TRUE,TRUE,"Eixample","Entire home/apt",6,2,2,77,3,1125,5,29,59,75,124,10,1,90,9,9,10,9,TRUE,1.64,"Spring","2011","very high","very high"
"a few days or more",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,250,72.1,350,30,60,90,365,117,1,0,84,9,7,9,8,TRUE,1.53,"Spring","2014","very low","very high"
"within a day",TRUE,6,TRUE,TRUE,"Ciutat Vella","Entire home/apt",6,2,4,150,2,30,27,57,87,345,68,0,0,97,10,10,10,9,TRUE,0.88,"Spring","2012","high","very high"
"within a few hours",FALSE,1,TRUE,TRUE,"Eixample","Private room",2,3,1,16,10,1125,29,59,89,89,39,0,0,96,10,9,10,9,FALSE,0.6,"Summer","2011","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",8,4,5,54,3.5,1124,27,51,81,210,261,29,3,91,10,10,9,9,FALSE,3.4,"Spring","2014","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",12,4,9,65,3.5,999,23,53,83,212,224,23,0,91,10,10,10,9,FALSE,2.93,"Spring","2014","very high","very high"
"within a few hours",TRUE,8,TRUE,TRUE,"Gràcia","Entire home/apt",3,2,2,104,3,1125,0,0,0,59,165,28,0,98,10,10,10,10,TRUE,2.28,"Spring","2014","very high","very high"
"within a few hours",FALSE,4,TRUE,TRUE,"Sant Martí","Entire home/apt",4,1,1,54,4.5,90,26,56,86,176,153,23,1,96,10,9,10,9,FALSE,2,"Summer","2013","very high","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Eixample","Entire home/apt",4,2,4,87,10.7,1120,0,0,0,226,320,36,1,95,10,10,10,10,FALSE,4.17,"Summer","2013","very high","very high"
"within a few hours",FALSE,14,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,3,100,2.1,30,29,59,89,129,128,12,0,84,9,9,10,8,FALSE,1.68,"Summer","2013","very high","very high"
"Unknown",FALSE,2,TRUE,TRUE,"Horta-Guinardó","Private room",2,1,1,30,2,1125,30,60,90,365,8,0,0,65,7,7,8,7,FALSE,0.11,"Summer","2013","Unknown","Unknown"
"within an hour",TRUE,1,TRUE,FALSE,"Sant Martí","Entire home/apt",4,2,3,125,2,1125,29,59,89,358,221,22,0,98,10,10,10,10,TRUE,2.88,"Spring","2014","very high","very high"
"within an hour",TRUE,2,TRUE,FALSE,"Eixample","Entire home/apt",5,2,5,120,1.1,10,22,47,77,117,365,44,0,97,10,10,10,10,FALSE,4.84,"Spring","2014","very high","high"
"within a few hours",FALSE,14,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,3,100,2.1,30,29,59,89,129,134,11,0,83,9,8,9,8,FALSE,1.74,"Summer","2013","very high","very high"
"within a few hours",FALSE,38,TRUE,TRUE,"Eixample","Entire home/apt",5,3,3,85,3,1124,1,7,33,107,175,26,0,86,9,9,10,9,FALSE,2.34,"Autumn","2011","very high","very high"
"within a few hours",FALSE,14,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",5,2,0,100,2.1,30,29,59,89,129,95,11,0,82,8,8,9,8,FALSE,1.23,"Summer","2013","very high","very high"
"within a few hours",TRUE,2,TRUE,FALSE,"Gràcia","Private room",2,1,1,70,1,60,0,0,0,0,227,3,0,97,10,10,10,10,FALSE,2.98,"Spring","2014","very high","very high"
"within an hour",TRUE,13,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",4,2,3,86,3,1125,29,59,89,354,148,14,1,95,10,10,10,9,TRUE,1.93,"Spring","2012","very high","very high"
"within a day",TRUE,3,TRUE,TRUE,"Sarrià-Sant Gervasi","Entire home/apt",8,4,6,240,6,1125,29,59,89,364,15,0,0,99,10,10,10,10,FALSE,0.24,"Summer","2013","high","high"
"within a few hours",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",14,5,7,72,3.5,999,22,52,82,211,253,27,3,93,10,10,10,9,FALSE,3.3,"Spring","2014","very high","high"
"Unknown",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,50,5,9,0,0,0,0,9,0,0,100,10,8,10,10,FALSE,0.22,"Spring","2014","Unknown","Unknown"
"within an hour",TRUE,2,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,2,2,36,31,1125,28,58,88,363,25,2,0,96,10,10,10,10,TRUE,0.35,"Spring","2014","very high","very high"
"within a few hours",FALSE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",2,1,0,23,31,1125,4,27,57,147,5,4,1,80,8,9,8,8,FALSE,0.38,"Summer","2013","very high","very high"
"within an hour",FALSE,3,TRUE,TRUE,"Gràcia","Entire home/apt",4,1,1,60,2,1125,27,57,87,127,199,22,0,93,10,9,10,10,FALSE,2.61,"Spring","2014","very high","very high"
"within a few hours",TRUE,2,TRUE,FALSE,"Gràcia","Private room",3,2,3,57,1,60,26,56,86,176,327,26,0,97,10,10,10,10,FALSE,4.27,"Spring","2014","very high","very high"
"within a few hours",FALSE,2,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,2,4,80,2,30,28,58,88,178,257,9,0,90,9,9,9,9,FALSE,3.34,"Winter","2014","very high","very high"
"within a few hours",FALSE,10,TRUE,TRUE,"Les Corts","Entire home/apt",4,2,4,179,1.4,1125,30,53,83,122,36,3,0,99,10,10,9,9,TRUE,0.48,"Summer","2013","very high","low"
"within an hour",TRUE,2,TRUE,TRUE,"Sarrià-Sant Gervasi","Private room",1,1,1,34,15,1125,9,39,69,344,21,3,0,92,10,9,10,9,TRUE,0.3,"Autumn","2011","very high","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Eixample","Private room",1,1,1,45,1,365,13,30,60,327,266,23,1,97,10,10,10,10,FALSE,3.51,"Autumn","2012","very high","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Ciutat Vella","Entire home/apt",3,1,2,58,3,30,10,20,42,282,228,32,3,97,10,10,10,10,FALSE,3.04,"Spring","2014","very high","very high"
"within a few hours",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",6,2,3,54,3.5,1121.8,27,57,87,216,312,44,2,94,9,9,10,9,FALSE,4.11,"Spring","2014","very high","high"
"within an hour",TRUE,2,TRUE,TRUE,"Ciutat Vella","Private room",2,1,1,58,7,1125,16,46,76,253,83,14,0,97,10,10,10,10,FALSE,1.13,"Spring","2014","very high","very high"
"within an hour",FALSE,21,TRUE,TRUE,"Eixample","Entire home/apt",3,3,0,148,3,365,30,60,90,303,162,12,0,93,10,10,10,9,TRUE,2.11,"Summer","2012","very high","very high"
"within an hour",FALSE,1,TRUE,TRUE,"Sant Andreu","Entire home/apt",5,1,4,74,3,1125,0,0,0,0,85,22,2,88,9,9,9,9,FALSE,1.1,"Spring","2014","very high","very high"
"within an hour",FALSE,34,TRUE,TRUE,"Eixample","Entire home/apt",4,2,3,49,9.1,180,0,23,53,328,119,15,0,93,10,10,10,9,TRUE,1.58,"Summer","2013","very high","very high"
"Unknown",TRUE,3,TRUE,TRUE,"Gràcia","Entire home/apt",2,4,1,150,4,100,0,0,0,0,135,17,0,95,10,10,10,9,TRUE,2.7,"Autumn","2012","Unknown","very high"
"within an hour",FALSE,5,TRUE,TRUE,"Eixample","Entire home/apt",5,1,4,54,2,1124,25,55,85,360,409,49,1,92,9,9,10,9,FALSE,5.37,"Spring","2013","very high","very high"
"within an hour",FALSE,2,TRUE,TRUE,"Gràcia","Entire home/apt",4,2,4,63,3,1125,30,60,90,181,42,8,0,92,9,10,10,9,TRUE,0.55,"Autumn","2013","very high","very high"
"within a day",FALSE,0,TRUE,TRUE,"Sant Martí","Entire home/apt",10,5,5,350,2,1125,27,57,87,280,9,0,0,93,9,10,9,8,TRUE,0.17,"Winter","2014","very high","very high"
"Unknown",FALSE,1,TRUE,FALSE,"Sants-Montjuïc","Private room",2,2,2,60,2,1125,0,0,0,0,2,0,0,100,10,10,10,10,FALSE,0.08,"Winter","2014","Unknown","Unknown"
"within a few hours",TRUE,1,TRUE,TRUE,"Eixample","Entire home/apt",10,5,10,728.57,2,1125,0,0,0,2,316,22,0,99,10,10,10,10,TRUE,4.16,"Summer","2011","very high","very high"
"Unknown",TRUE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,49,3,1125,30,60,90,90,43,13,0,93,9,10,10,10,FALSE,0.57,"Summer","2012","Unknown","very high"
"Unknown",FALSE,0,TRUE,TRUE,"Sants-Montjuïc","Private room",2,1,1,50,1,1125,30,60,90,365,0,0,0,80,8,10,10,10,FALSE,0.17,"Spring","2014","Unknown","Unknown"
"Unknown",FALSE,1,TRUE,TRUE,"Les Corts","Private room",2,1,1,37,1,1125,30,60,90,180,54,9,0,93,9,9,10,9,FALSE,0.85,"Spring","2014","Unknown","very high"
"within an hour",TRUE,1,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",8,3,7,68,3,1125,30,60,90,364,172,12,0,96,10,10,10,9,TRUE,2.59,"Winter","2014","very high","very high"
"within a few hours",FALSE,2,TRUE,TRUE,"Eixample","Entire home/apt",5,2,4,51,2.3,1125,30,60,88,359,115,17,2,90,9,9,9,9,FALSE,1.77,"Spring","2014","very high","very high"
"Unknown",FALSE,1,TRUE,TRUE,"Les Corts","Private room",1,1,1,91,3,1125,30,60,90,365,7,0,0,97,10,10,10,10,FALSE,0.3,"Winter","2012","Unknown","very low"
"within an hour",TRUE,3,TRUE,TRUE,"Eixample","Entire home/apt",5,1,3,86,1,1125,26,56,84,343,375,45,2,97,10,10,10,10,TRUE,4.88,"Autumn","2011","very high","very high"
"within an hour",TRUE,5,TRUE,TRUE,"Gràcia","Entire home/apt",4,1,1,85,3,1125,0,3,3,62,204,25,0,96,10,10,10,9,TRUE,2.69,"Spring","2013","very high","very high"
"within an hour",FALSE,16,TRUE,TRUE,"Eixample","Entire home/apt",6,2,4,118,2.6,654.7,30,60,90,359,81,10,1,91,9,9,10,9,TRUE,1.07,"Spring","2012","very high","very high"
"within an hour",FALSE,4,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",6,3,4,49,1,1125,30,52,82,354,151,16,0,92,10,9,10,9,FALSE,2.03,"Summer","2012","very high","very high"
"within a few hours",FALSE,1,TRUE,TRUE,"Eixample","Entire home/apt",4,2,5,107,2.3,1125,28,58,88,349,5,0,0,100,10,10,10,10,TRUE,0.07,"Spring","2014","very high","average"
"within a few hours",TRUE,2,TRUE,TRUE,"Eixample","Entire home/apt",6,3,5,120,3,1124,30,60,90,356,91,20,0,98,10,10,10,10,TRUE,2.02,"Spring","2014","very high","very high"
"within a few hours",FALSE,14,TRUE,TRUE,"Sants-Montjuïc","Entire home/apt",5,2,3,100,2.1,30,29,59,89,129,170,17,0,86,9,9,9,9,FALSE,2.22,"Summer","2013","very high","very high"
"within an hour",TRUE,2,TRUE,TRUE,"Eixample","Private room",2,1,1,43,3,1125,0,0,22,22,449,48,0,94,10,10,10,10,TRUE,5.86,"Spring","2014","very high","very high"
"within an hour",TRUE,3,TRUE,TRUE,"Ciutat Vella","Entire home/apt",2,1,0,25,31,1125,0,0,0,218,27,3,0,99,10,10,10,10,FALSE,0.36,"Autumn","2012","very high","high"
"within a day",FALSE,3,TRUE,FALSE,"Sarrià-Sant Gervasi","Private room",1,1,1,32,7,1125,25,55,85,360,0,0,0,100,10,10,10,10,TRUE,0.15,"Spring","2012","very high","average"
"Unknown",FALSE,1,TRUE,FALSE,"Eixample","Private room",2,1,1,75,2,30,0,0,0,0,0,0,0,100,10,10,10,10,FALSE,0.02,"Spring","2014","Unknown","Unknown"
